keyword,location,text,target,cleaned_text,token_length
battle,unknown,21746240 :Battle ID I need backup! Lvl 120 Hector https://t.co/NWpPVrl42T,0,battle id need backup lvl hector,6
battle,Fun Guy,Battle Symphony // Linkin Park,0,battle symphony linkin park,4
battle,unknown,E622ACD6 :Battle ID I need backup! Lvl 150 Proto Bahamut https://t.co/mL0ihh9hWv,0,eacd battle id need backup lvl proto bahamut,8
battle,florencegrace13@gmail.com,Body confidence in pregnancy - six tips to help you battle body image issues https://t.co/4oYjwfQKpa #pregnancy… https://t.co/SNt7T3de0o,0,body confidence pregnancy six tip help battle body image issue pregnancy,11
battle,unknown,if you cant ride your bf into battle then what’s the point https://t.co/R6o0x5qzaX,0,ride bf battle point,4
battle,PortHarcourt,"When you have tittle without mantle you end up with battle. You will not remember a man because of his title, but beca…",0,tittle without mantle end battle remember man title beca,9
battle,"Wien,Niederösterreich,Mallorca","Ireland, 1014 AD. High King Brian Boru survives the Battle of Clontarf and establishes an enduring royal dynasty. The cu…",0,ireland ad high king brian boru survives battle clontarf establishes enduring royal dynasty cu,14
battle,unknown,ULTRA SHINY BATTLE READY GIGANTAMAX GIVEAWAY 1 WINNER RECEIVES ALL OF THESE RETWEET &amp; FOLLOW TO ENTER ENDS IN 22 HOURS http…,0,ultra shiny battle ready gigantamax giveaway winner receives retweet amp follow enter end hour,14
battle,unknown,F5D844A2 :Battle ID I need backup! Lvl 120 Ca Ong https://t.co/jddMbQ60N9,0,fda battle id need backup lvl ca ong,8
battle,"Mansfield, OH",There's no battle to large that God can't take charge.,0,battle large god take charge,5
battle,"Seoul, Republic of Korea",wooseok didnt raise weak bitches in this fandom. seungwoo fought twice on this battle but agencies chose to ignore him. NOW…,0,wooseok raise weak bitch fandom seungwoo fought twice battle agency chose ignore,12
battle,unknown,DBDBAABD :Battle ID I need backup! Lvl 120 Grimnir https://t.co/4bX4SFu1nn,0,dbdbaabd battle id need backup lvl grimnir,7
battle,unknown,THIRD aka Lapat Ngamchaweng of Thailand 🇹🇭 makes it as one of the 50 semifinalists in #100AsianHeartthrobs2020. 1 like is…,0,third aka lapat ngamchaweng thailand make one semifinalist asianheartthrobs like,10
battle,unknown,WE ARENT ALONE IN THIS BATTLE 😭✊🏻✊🏻 #JUSTICEFORX1 https://t.co/c8voYVeTaJ,0,alone battle justiceforx,3
battle,unknown,Shraddhānjali to a man ahead of his times. His death put an end to 700 year cycle of Islamic invasions on India from Northw…,0,shraddhnjali man ahead time death put end year cycle islamic invasion india northw,13
battle,"England, United Kingdom",#BeInspired #nonfiction A British soldiers journey into the depths of #mentalillness after a number of traumatic life…,0,beinspired nonfiction british soldier journey depth mentalillness number traumatic life,10
battle,unknown,9CB554FA :Battle ID I need backup! Lvl 150 Lucilius https://t.co/4GBaveaIoi,0,cbfa battle id need backup lvl lucilius,7
battle,Украина,"*""DMC3 Cerberus Battle"" playing* https://t.co/eEGpe1GQbE",0,dmc cerberus battle playing,4
battle,unknown,"Neraya, Captain of the Selkie Guard - courageous - battle ready - resilient - kept getting mown down in the middl… https://t.co/t0sQ0i8hWa",0,neraya captain selkie guard courageous battle ready resilient kept getting mown middl,12
battle,unknown,0948F5AF :Battle ID I need backup! Lvl 100 Tiamat Omega Ayr https://t.co/guNMbErpGN,0,faf battle id need backup lvl tiamat omega ayr,9
battle,"Beloit, Wi Porter Ave.",UPHILL BATTLE LLC,0,uphill battle llc,3
battle,"South West, England",If you are leaving Labour then you have done exactly what the right of the party wants you to do. In the words of Tony Benn:…,0,leaving labour done exactly right party want word tony benn,10
battle,unknown,"So.. Free battle anyone?🤔 Comment ""#daddyarmy""",0,free battle anyone comment daddyarmy,5
battle,unknown,K-One Its offline protest is ongoing right now. LED trucks are currently in Yuehua. One Its! This fight is not an over…,0,kone offline protest ongoing right led truck currently yuehua one fight,11
battle,unknown,92740768 :Battle ID I need backup! Lvl 120 Grimnir https://t.co/cYTbZTCvJg,0,battle id need backup lvl grimnir,6
battle,unknown,⏪DEGALE'S DRAMATIC DRAW!⏪ Three years ago today fought a thrilling battle with in New York 🗽…,0,degales dramatic draw three year ago today fought thrilling battle new york,12
battle,unknown,There's always gonna be another mountain I'm always gonna wanna make it move Always gonna be an uphill battle Sometimes I'm…,0,always going another mountain always going want make move always going uphill battle sometimes,14
battle,unknown,"Umar Khalid, who did his master’s, MPhil and PhD in history from JNU, recounted his days on the Delhi campus when they dared t…",0,umar khalid master mphil phd history jnu recounted day delhi campus dared,12
battle,unknown,"Julian Assange's case affects ALL OF US. Our ability to know about and act against state and corporate malfeasance, our…",0,julian assanges case affect u ability know act state corporate malfeasance,11
battle,Orkney Scotland,GUARDIANS OF SCOTLAND 2020 BATTLE OF FALKIRK 1298 MURAL FUNDERS 11 STACEY YIMET 12 TOM URCHARDAN 13 GORDON BURGESS 1…,0,guardian scotland battle falkirk mural funders stacey yimet tom urchardan gordon burgess,12
battle,unknown,7E5837B4 :Battle ID I need backup! Lvl 100 Luminiera Omega https://t.co/cNN5WT88mQ,0,eb battle id need backup lvl luminiera omega,8
battle,United Kingdom,When you hear a tough Bar and you hear DonDemaco.... Well Every time someone says “ BOW “ in a battle… https://t.co/bmQnaPuRJa,0,hear tough bar hear dondemaco well every time someone say bow battle,12
battle,"Rhode Island, USA",JOHN WICK (2014) Cinematography by: Jonathan Sela Directed by: Chad Stahelski and David Leitch Read all about the film…,0,john wick cinematography jonathan sela directed chad stahelski david leitch read film,12
battle,"Antipolo City, Philippines",JUST IN: Veteran Filipino journalist Twink Macaraig passes away after a long battle with cancer. https://t.co/e4i237CpRa,0,veteran filipino journalist twink macaraig pass away long battle cancer,10
battle,unknown,Poppin Battle 😂😂😂😂 https://t.co/nJidicm4JU,0,poppin battle,2
battle,unknown,FAE3E7CD :Battle ID I need backup! Lvl 100 Leviathan Omega https://t.co/cnEkpqXaN3,0,faeecd battle id need backup lvl leviathan omega,8
battle,"Kota Tangerang, Banten",E7F03BA0 :Battle ID I need backup! Lvl 60 Leviathan Omega https://t.co/dWXWxOz2re,0,efba battle id need backup lvl leviathan omega,8
battle,"Beloit, Wi Porter Ave.","I GOT IT ALL IN CONTROL... RUNNING A LABEL WITH 2 DEALS ""UPHILL BATTLE LLC""",0,got control running label deal uphill battle llc,8
battle,unknown,-_- 1B0C8B02 :Battle ID I need backup! Lvl 120 Europa https://t.co/ratM7Qsdcc,0,bcb battle id need backup lvl europa,7
battle,THE END OF SPACE-TIME,"https://t.co/P1SKJ9cH98 here is the moment where zeroranger gets super good with the battle vs grapefruit followed by my favorite, big zan",0,moment zeroranger get super good battle v grapefruit followed favorite big zan,12
battle,unknown,927413FE :Battle ID I need backup! Lvl 100 Colossus Omega https://t.co/QgO1TFVHRn,0,fe battle id need backup lvl colossus omega,8
battle,unknown,7AF8EFA4 :Battle ID I need backup! Lvl 120 Avatar https://t.co/kyUnn2slvL,0,afefa battle id need backup lvl avatar,7
battle,unknown,actually all of the new star wars were bad because everyone was too much of a coward to turn c3po into a battle mech h…,0,actually new star war bad everyone much coward turn cpo battle mech h,13
battle,Earth,Thankfully I’m able to connect with individuals outside of our own echo chambers...so I’ll wait for the #AMR commun… https://t.co/7M1Ttpwiy0,0,thankfully able connect individual outside echo chambersso wait amr commun,10
battle,Kenya,It's Very Sad that #EgertonHeist has reduced a once Great University to a Battle ground between the Police &amp; students simpl…,0,sad egertonheist reduced great university battle ground police amp student simpl,11
battle,Xanadú,"Working alone, Ray Harryhausen spent 4½ months animating Jason and the Argonauts' blistering battle with the Children o…",0,working alone ray harryhausen spent month animating jason argonaut blistering battle child,12
battle,unknown,BB9B04C5 :Battle ID I need backup! Lvl 100 Celeste Omega https://t.co/s0FmtxAUFT,0,bbbc battle id need backup lvl celeste omega,8
battle,unknown,1DB28A63 :Battle ID I need backup! Lvl 100 Baal https://t.co/hHlrnSEJmd,0,dba battle id need backup lvl baal,7
battle,unknown,what did Hon Alice Wambui ng'ang'a former Thika mp do to your boss and your government that you don't… https://t.co/arGIRGzQhM,0,hon alice wambui nganga former thika mp bos government,9
battle,aqua,A0A922B5 :Battle ID I need backup! Lvl 120 Godsworn Alexiel https://t.co/0FxNKWH70T,0,aab battle id need backup lvl godsworn alexiel,8
battle,unknown,242BADA2 :Battle ID I need backup! Lvl 100 Luminiera Omega https://t.co/vzAQy4j8So,0,bada battle id need backup lvl luminiera omega,8
battle,JFK | SFO | BLR,Amen - self-management and not getting distracted is half the battle - soo much harder than one expects; y… https://t.co/R7wAe8avrj,0,amen selfmanagement getting distracted half battle soo much harder one expects,11
battle,unknown,12F22C99 :Battle ID I need backup! Lvl 120 Metatron https://t.co/iXgheRTRP4,0,fc battle id need backup lvl metatron,7
battle,unknown,CC3EB8FA :Battle ID I need backup! Lvl 100 Yggdrasil Omega https://t.co/ClvQw5LtYx,0,ccebfa battle id need backup lvl yggdrasil omega,8
battle,unknown,B9CF7ABC :Battle ID I need backup! Lvl 50 Joya https://t.co/luE1wvM1Xa,0,bcfabc battle id need backup lvl joya,7
battle,unknown,AFAC0660 :Battle ID I need backup! Lvl 50 Joya https://t.co/o4ElQ2IYis,0,afac battle id need backup lvl joya,7
battle,"bay area, calif",Sadly organizations do it backwards. O-Line is where it's at. Ask David Carr who had al… https://t.co/NGwPeRj9cL,0,sadly organization backwards oline ask david carr al,8
battle,"Rawa Barat, Indonesia",512B214F :Battle ID I need backup! Lvl 100 Yggdrasil Omega https://t.co/BVVSnPgZ3W,0,bf battle id need backup lvl yggdrasil omega,8
battle,unknown,s 1656ABAF :Battle ID I need backup! Lvl 100 Colossus Omega https://t.co/YeOnr59F9Z,0,abaf battle id need backup lvl colossus omega,8
bioterror,"Tāmaki-Makaurau, Aotearoa (New Zealand)","I'm going to add false colour to a virus image and scream ""it's coming to get you"" at people and begin my reign of bioterror wh…",0,going add false colour virus image scream coming get people begin reign bioterror wh,14
bioterror,"Tampa, Florida","Mexican Border: Portal For Swine Flu, TB, Bioterror https://t.co/Elw0ScwnSr via",0,mexican border portal swine flu tb bioterror via,8
bioterror,Philadelphia PA,"Sir, if I may this tech is quite useful in case of a bioterror attack https://t.co/pAbur3CVum",0,sir may tech quite useful case bioterror attack,8
bioterror,unknown,What Do We Really Know About the Transmission of Ebola? No one knows for certain how the Ebola virus is transmitted from o…,1,really know transmission ebola one know certain ebola virus transmitted,10
bioterror,South Carolina,What Do We Really Know About the Transmission of Ebola? No one knows for certain how the Ebola virus is transmitte… https://t.co/NHAi3yx6Fb,1,really know transmission ebola one know certain ebola virus transmitte,10
bioterror,unknown,The human cull (from 38mins30secs https://t.co/p0XQTqvDeF) is unfolding https://t.co/Egn7Sdr116,0,human cull minssecs unfolding,4
bioterror,The Lone Star State,"Courtesy of “Mixed in with people who nothing more than to come to America for a better life, more i… https://t.co/ZEpp4lzpnA",0,courtesy mixed people nothing come america better life,8
bioterror,"Montreal, Canada",... #MAGA5G.LiVEViL+ my recommended read not for the weak of mind: The #Mossad+#5G Strain: Viral Vengeance: #Pandemic+…,0,magaglivevil recommended read weak mind mossadg strain viral vengeance pandemic,10
bioterror,"North Carolina, USA","This leads to deeper questions. How do we define ""armed"" in the info age? How do we define ""conflict?""… https://t.co/xmUCOjkKKk",0,lead deeper question define armed info age define conflict,9
bioterror,Philadelphia PA,INT - MONARCH MOTEL - DAY GRAYSON punches his own face and throws a soda can at the light fixture ( the VOICE?)… https://t.co/X5s2C5X9BT,0,int monarch motel day grayson punch face throw soda light fixture voice,12
bioterror,Constitutionalist in the South,"Mexican Border: Portal For Swine Flu, TB, Bioterror https://t.co/wTIQakNXqR via",0,mexican border portal swine flu tb bioterror via,8
bioterror,Among The Human Race,The dubious efficacy and ill -effects of vaccines are science facts yet the establishment deny this. Enforced vaccinatio…,0,dubious efficacy ill effect vaccine science fact yet establishment deny enforced vaccinatio,12
bioterror,Cornwall,The dubious efficacy and ill -effects of vaccines are science facts yet the establishment deny this. Enforced vacci… https://t.co/ikAiKQVgXs,0,dubious efficacy ill effect vaccine science fact yet establishment deny enforced vacci,12
bioterror,unknown,https://t.co/OviHLPPiHH Interesting from Jon Rappoport.,0,interesting jon rappoport,3
bioterror,U.S.A.,"US-Mexico Border: Portal For TB, Swine Flu, Bioterror - Headline Health https://t.co/4wRiSjs39m",1,usmexico border portal tb swine flu bioterror headline health,9
bioterror,"Fairfield, OH","US-Mexico Border: Portal For TB, Swine Flu, #Bioterrorism https://t.co/dVVyfAKO1L via",1,usmexico border portal tb swine flu bioterrorism via,8
bioterror,unknown,Bioterror is the worst,0,bioterror worst,2
bioterror,unknown,"US-Mexico Border: Portal For TB, Swine Flu, Bioterror https://t.co/SRrV6JpOGC",1,usmexico border portal tb swine flu bioterror,7
bioterror,"Destin, FL","US-Mexico Border: Portal For TB, Swine Flu, Bioterror https://t.co/xv4mhvm5iS via",1,usmexico border portal tb swine flu bioterror via,8
bioterror,The Land Of The Free Because Of The Brave USA,"US-Mexico Border: Portal For TB, Swine Flu, Bioterror https://t.co/I64vGPN1iB via",1,usmexico border portal tb swine flu bioterror via,8
bioterror,unknown,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/o10epcfRV6,0,push mass vaccination point toward staged bioterror event,8
bioterror,"Washington, D.C.",Bay Area researchers tackle bioterrorism threats #bioterror #biodefense #cbrn #phep https://t.co/n5exZSQTaU,0,bay area researcher tackle bioterrorism threat bioterror biodefense cbrn phep,10
bioterror,"Toronto, Canada",Does the push for mass vaccination point toward a staged bioterror event? « Jon Rappoport https://t.co/qCTxok8cjU …,0,push mass vaccination point toward staged bioterror event jon rappoport,10
bioterror,United States of⚡️🧠+#Trump5G,... #MAGA5G.LiVEViL+ my recommended read not for the weak of mind: The #Mossad+#5G Strain: Viral Vengeance:… https://t.co/Tm0JIqragB,0,magaglivevil recommended read weak mind mossadg strain viral vengeance,9
bioterror,Land known as Australia,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/SN1Z3LjNqq,0,push mass vaccination point toward staged bioterror event,8
bioterror,"Baltimore, Maryland",Want to learn more about the BioFlash? It can be used in various configurations to deliver building protection sol… https://t.co/DGeREhrh4T,0,want learn bioflash used various configuration deliver building protection sol,10
bioterror,"London, Oxford & Hay-On-Wye",The question for biodefence and counter-bioterror folk will be whether other countries will be given virus samples… https://t.co/9qQ2IKe3m1,0,question biodefence counterbioterror folk whether country given virus sample,9
bioterror,"Committed to those who sacrificed for what America truly should be, not what Trump is making it.",al Qaeda has long sought experts in bioterror and nukes.… https://t.co/rJFdJ0eIPo,0,al qaeda long sought expert bioterror nuke,7
bioterror,"Committed to those who sacrificed for what America truly should be, not what Trump is making it.",1) Mullahs were losing support from Iran youth turning se… https://t.co/rhpRCWOSRr,0,mullah losing support iran youth turning se,7
bioterror,unknown,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/A6eUTI4r23,0,push mass vaccination point toward staged bioterror event,8
bioterror,it,Buy a Tesla on financing for the bioterror air filtration,0,buy tesla financing bioterror air filtration,6
bioterror,Sirius,Operation Disclosure: Bioterror and Vaccines Clarified -- Jon Rappoport https://t.co/yb1bFs6clb,0,operation disclosure bioterror vaccine clarified jon rappoport,7
bioterror,"Santa Barbara, CA",Staged bioterror event? https://t.co/IwFTfXXUGQ,0,staged bioterror event,3
bioterror,St. Louis,"Bioterror? I am VERY rarely sick but btwn T-giving &amp; Christmas, despite being up-to-date on all my vaccinations, I… https://t.co/ZxvY3denti",0,bioterror rarely sick btwn tgiving amp christmas despite uptodate vaccination,10
bioterror,Caribbean,Does the push for mass vaccination point toward a staged bioterror event? https://t.co/Igw0jPawHx via Report,0,push mass vaccination point toward staged bioterror event via report,10
bioterror,"Manchester, England",Remember this is the resident evil universe. Bioterror attacks are almost a norm and rescue operation… https://t.co/ld2j8zphdl,0,remember resident evil universe bioterror attack almost norm rescue operation,10
bioterror,UK- Wales,Does the push for #mass #vaccination point toward a staged #bioterror event? - https://t.co/CNZbxD73Ej,0,push mass vaccination point toward staged bioterror event,8
bioterror,Dun Laoghaire,Sounds like another nudge towards mandatory vaccination! https://t.co/7yZkKPxs17,0,sound like another nudge towards mandatory vaccination,7
bioterror,"ÜT: 45.290968,-92.376844",#skipvaccination Does the push for mass vaccination point toward a bioterror event? (To read about Jon's mega-colle… https://t.co/enNtA5CQEJ,0,skipvaccination push mass vaccination point toward bioterror event read jons megacolle,11
bioterror,United States,Does the push for vaccination point to a staged bioterror event? https://t.co/WWvKQkY1O2,0,push vaccination point staged bioterror event,6
bioterror,"Milano, Lombardia",A very interesting article and definitely something to consider!! https://t.co/5KKg7k6nPh,0,interesting article definitely something consider,5
bioterror,"Toronto, Canada",Does the push for mass vaccination point toward a staged bioterror event? « Jon Rappoport https://t.co/qCTxok8cjU… https://t.co/HuHP6mrgjN,0,push mass vaccination point toward staged bioterror event jon rappoport,10
bioterrorism,Concord,VAMPIRIS “An awesome vampire thriller with bite!” https://t.co/dxYgrAa6Cj #Vampiris #CorsairAdventures #thriller #va…,0,vampiris awesome vampire thriller bite vampiris corsairadventures thriller va,9
bioterrorism,Morally Grey opinion & thought,hachi-san88: Leon and Claire. They fight bioterrorism and have busy days. That’s why they value the time they spend tog…,0,hachisan leon claire fight bioterrorism busy day value time spend tog,11
bioterrorism,unknown,"To fight bioterrorism, sir.",0,fight bioterrorism sir,3
bioterrorism,unknown,hachi-san88: Leon and Claire. They fight bioterrorism and have busy days. That’s why they value the time they spend… https://t.co/hcjq3VatR2,0,hachisan leon claire fight bioterrorism busy day value time spend,10
bioterrorism,unknown,"Is this a threat? You plan on committing some bioterrorism by actively spreading a disease within a community, in a… https://t.co/bLDezQcemr",0,threat plan committing bioterrorism actively spreading disease within community,9
bioterrorism,"Oregon, Australia and Hawaii",Either you’re an alarmist or planning on doing a little bioterrorism... 🤔,0,either alarmist planning little bioterrorism,5
bioterrorism,unknown,Nice. I called them out for supporting bioterrorism,0,nice called supporting bioterrorism,4
bioterrorism,MX-TX-TN-CA-MI-IN-GA,"Similarly, there are lots of different disasters including epidemics, natural disasters, wars, bioterrorism, and we… https://t.co/NRP53sUN5C",0,similarly lot different disaster including epidemic natural disaster war bioterrorism,10
bioterrorism,"Grodno, Belarus",Anti-vax philosophy is nothing less than bioterrorism. Urging to take action against those who encourage and en…,0,antivax philosophy nothing less bioterrorism urging take action encourage en,10
bioterrorism,Cornwall,"Thanks Phil, so domestic rules (e.g bioterrorism law) can override free trade rules t… https://t.co/fmNh415n3P",0,thanks phil domestic rule eg bioterrorism law override free trade rule,11
bioterrorism,unknown,A bit of light reading that should be useful... https://t.co/Ox9TlTIV8K Recall some challen… https://t.co/LLuzY3ns8G,0,bit light reading useful recall challen,6
bioterrorism,Des Moines,my kids got the influenza B so I was reading up (as i do) and it's having it's biggest outbreak in 27 years which m… https://t.co/e9jVQ7yk20,0,kid got influenza b reading biggest outbreak year,8
bioterrorism,USA,Strategic stockpile sounds like it is in case of an outbreak or in case of bioterrorism threat.,0,strategic stockpile sound like case outbreak case bioterrorism threat,9
bioterrorism,ateneo,I just finished this and hahaha I kinda like it lol medj odd yung humor pero I liked the bioterrorism center of the… https://t.co/z0k4p6SZjB,0,finished hahaha kind like lol medj odd yung humor pero liked bioterrorism center,13
bioterrorism,unknown,I make bioterrorism sexy. (That one was Dana's idea),0,make bioterrorism sexy one dana idea,6
bioterrorism,Maldives,Arrest them for bioterrorism,0,arrest bioterrorism,2
bioterrorism,Maldives,should arrest them for bioterrorism,0,arrest bioterrorism,2
bioterrorism,Maldives,This is bioterrorism at it's best. Anybody who has ever questioned vaccination is part of this. Fuck you all.,0,bioterrorism best anybody ever questioned vaccination part fuck,8
bioterrorism,"Zhanjiang, Guangdong, China","https://t.co/iL7Cpxmsgx We are in times of several security challenges, with respect to packaging, such as shoplift… https://t.co/tYrfHNlJAY",0,time several security challenge respect packaging shoplift,7
bioterrorism,"Washington,DC",That sandwich was bioterrorism.,0,sandwich bioterrorism,2
bioterrorism,unknown,Genocide and bioterrorism,0,genocide bioterrorism,2
bioterrorism,Maldives,can we create an anti-bioterrorism commission?,0,create antibioterrorism commission,3
bioterrorism,Sweden,Bioterrorism!!! #MaldivesMeaslesOutbreak,0,bioterrorism maldivesmeaslesoutbreak,2
bioterrorism,unknown,Anti-vax philosophy is nothing less than bioterrorism. Urging to take action against those who encourage… https://t.co/sjRZzNU9ln,0,antivax philosophy nothing less bioterrorism urging take action encourage,9
bioterrorism,"Troy, NY","I showed activity was recently founded, in bioterrorism, manufactured diseases TIN MAN (android) 2105 Global Organism would",0,showed activity recently founded bioterrorism manufactured disease tin man android global organism would,13
bioterrorism,unknown,Hahdhufahanaelhi aalaathun balaa v bodu. Vaccine nudhinumakee bioterrorism ge amaleh kamah Kanda alhan jehijje miha… https://t.co/9qDxVZAHNn,0,hahdhufahanaelhi aalaathun balaa v bodu vaccine nudhinumakee bioterrorism ge amaleh kamah kanda alhan jehijje miha,15
bioterrorism,"Cafe Le Blanc, Yongenjaya","Ga semua. Tapi ya cult model2 Heaven's Gate, Jonestown atau Aum Shinrikyo, bisa dengan mudah terpelatuk buat… https://t.co/pByILv05fc",0,ga semua tapi ya cult model heaven gate jonestown atau aum shinrikyo bisa dengan mudah terpelatuk buat,17
bioterrorism,"OCALA, FL",That feeling when you turn in a 20pg paper on #bioterrorism &amp; #civilliberties! 🤓 📚 👩🏼‍🎓 #GradLife 🙌🏼 http…,0,feeling turn pg paper bioterrorism amp civilliberties gradlife,8
bioterrorism,unknown,We need to classify Anti Vax as Bioterrorism,0,need classify anti vax bioterrorism,5
bioterrorism,unknown,It's bioterrorism causing it. They have arrested over a hundred arsonists for setting fires,1,bioterrorism causing arrested hundred arsonist setting fire,7
bioterrorism,Mildly Urgent Department,"“This isn’t gods fault, this is bioterrorism”",0,god fault bioterrorism,3
bioterrorism,Bangfield,Bioterrorism is my biggest fear,0,bioterrorism biggest fear,3
bioterrorism,UK,“An awesome vampire thriller with bite!” https://t.co/dxYgrAa6Cj #Vampiris #CorsairAdventures #thriller #vampire #eld…,0,awesome vampire thriller bite vampiris corsairadventures thriller vampire eld,9
bioterrorism,somewhere dancing,"Other than the cop’s bioterrorism and the SA police having to appeal this based on technicalities, the mos… https://t.co/ePASkzuK71",0,cop bioterrorism sa police appeal based technicality mo,8
bioterrorism,unknown,Somebody needs to classify anti vax as bioterrorism.,0,somebody need classify anti vax bioterrorism,6
bioterrorism,www.facebook.com/libertyzabala,That feeling when you turn in a 20pg paper on #bioterrorism &amp; #civilliberties! 🤓 📚 👩🏼‍🎓 #GradLife 🙌🏼 https://t.co/FJAGlfR7gN,0,feeling turn pg paper bioterrorism amp civilliberties gradlife,8
bioterrorism,"New York, USA","The kid gets suspended for bioterrorism when his blood gets everywhere, actually",0,kid get suspended bioterrorism blood get everywhere actually,8
bioterrorism,"ʟᴏʏᴀʟ 𝐏𝐀𝐑𝐓𝐍𝐄𝐑 𝑜𝑓 ᴍᴀᴅᴇɪɴʜxᴀᴠᴇɴ, 𝐒𝐎𝐀 𝐀𝐆𝐄𝐍𝐓 𝑜𝑓 ᴛʜᴇ 𝐁.𝐒.𝐀.𝐀| 𝐑𝐄𝐒𝐈𝐃𝐄𝐍𝐓 𝐄𝐕𝐈𝐋 + 𝑀𝑈𝐿𝑇𝐼, { 𝒂𝒅𝒐𝒓𝒆𝒅 𝑏𝑦 𝐑𝐔𝐊𝐈 }","⠀ ❛ it’s 𝒋𝒊𝒍𝒍 𝒗𝒂𝒍𝒆𝒏𝒕𝒊𝒏𝒆. i didn’t say it sooner, but that’s my name. i work for the BSAA, fending off against… https://t.co/YX2oD7xqrH",0,say sooner name work bsaa fending,6
bioterrorism,United States,“An awesome vampire thriller with bite!” https://t.co/dxYgrArI0T #Vampiris #CorsairAdventures #thriller #vampire #eld…,0,awesome vampire thriller bite vampiris corsairadventures thriller vampire eld,9
bioterrorism,under your bed,"chris redfield, bioterrorism expert",0,chris redfield bioterrorism expert,4
bioterrorism,"New Delhi, India",Is it your only response as a UN Human Rights Ambassador ? In this time World is facing huge Human R… https://t.co/gfaoaXdSPU,0,response un human right ambassador time world facing huge human r,11
blaze,1 meter to Nirvana..,Whoever comes out of this unscathed will be toximus prime,0,whoever come unscathed toximus prime,5
blaze,Australia,Martin Tebbutt's farm in Bilpin was completely charred when the Gospers Mountain blaze ripped through the area on Dec…,1,martin tebbutts farm bilpin completely charred gospers mountain blaze ripped area dec,12
blaze,"Louisiana, USA",Blaze destroys building at Louisiana apartment complex - https://t.co/gUScHPrrTw https://t.co/EH5n0xzc0O,1,blaze destroys building louisiana apartment complex,6
blaze,"South West, England",You've upgraded your Blaze to a Versa 😍 x,0,upgraded blaze versa x,4
blaze,Music is life 🎵💜🕺,Blaze your a weird person steak overrated?,0,blaze weird person steak overrated,5
blaze,"King’s Lynn, The EU 🇪🇺","“Two fights - to protect rights, and to revive [EU &amp; Enlightenment] values - aren't an alternative to a campaign to rejoin.…",0,two fight protect right revive eu amp enlightenment value alternative campaign rejoin,12
blaze,"King’s Lynn, The EU 🇪🇺","The Trussell Trust supports more than 1,200 food banks. Last year, it provided food banks in its network with £1.3m of fu…",0,trussell trust support food bank last year provided food bank network fu,12
blaze,liverpool uk,#findStolenMollyWN6 ⬇️⬇️Have you seen me in your area please⬇️⬇️ I’m black &amp; white with a black 🖤 on my right side / white…,0,findstolenmollywn seen area please black amp white black right side white,11
blaze,"Kampala, Uganda","As we work on the next one, this was what leading government advisor E. Bazanye had to offer on the throwing of bottles at mus…",0,work next one leading government advisor e bazanye offer throwing bottle mu,12
blaze,South Africa,Definitely there. Skyf slot.,0,definitely skyf slot,3
blaze,"Nairobi, kenya",Blaze was over it😂 https://t.co/DzkQK4G9pb,0,blaze,1
blaze,"Nairobi, Kenya",Blaze all buff to kill,1,blaze buff kill,3
blaze,unknown,420 Just Blaze!,0,blaze,1
blaze,"King’s Lynn, The EU 🇪🇺","What is the definition of ""major interview?"" Let's start with when will #BrexitJohnson #ReleaseTheRussiaReport ??",0,definition major interview let u start brexitjohnson releasetherussiareport,8
blaze,socialmedia@haag-streit-uk.com,"Did you know that Sir Arthur Conan Doyle, a #Surgeon trained in #ophthalmology, refers to John Weiss instr…",0,know sir arthur conan doyle surgeon trained ophthalmology refers john weiss instr,12
blaze,unknown,Enough of Dhawan. Let's the young guns blaze,0,enough dhawan let u young gun blaze,7
blaze,"Harlow, Essex","Did you know that Sir Arthur Conan Doyle, a #Surgeon trained in #ophthalmology, refers to John Weiss in… https://t.co/3K9hD5Gus0",0,know sir arthur conan doyle surgeon trained ophthalmology refers john weiss,11
blaze,"Louisiana, USA",blaze it,0,blaze,1
blaze,Hong Kong,君の中の英雄、マジで聞き覚えある部分多くてすき hacking to the gate、ETERNAL BLAZEとか混じってる感じ,0,hacking gateeternal blaze,3
blaze,"Nairobi, Kenya",Blaze is just a giant!,1,blaze giant,2
blaze,Sur mars,I’m on fire I’ve been a blaze https://t.co/T4fAkJiKl0,0,fire blaze,2
blaze,自由之島,200105 Golden Disc Awards 📸 carol_e555558 #BTSxGDA #JHOPE #RM 💐 https://t.co/Yj8VwEZu9D,0,golden disc award carole btsxgda jhope rm,7
blaze,自由之島,200105 Golden Disc Awards 📸 Brillante_Mon #BTSxGDA #RM #JHOPE 💐 https://t.co/mdgLuJyEqi,0,golden disc award brillantemon btsxgda rm jhope,7
blaze,"Nairobi, Kenya",Mnasumbua Blaze Bure tu haha https://t.co/7W8x4CQomX,0,mnasumbua blaze bure tu haha,5
blaze,unknown,Why are we not hiring every large water carrying aircraft in the world to help put out this mega blaze spanning Vic… https://t.co/dHqTlQRLHO,0,hiring every large water carrying aircraft world help put mega blaze spanning vic,13
blaze,unknown,"Amazing story by on air at the moment on the ‘mega blaze’ on the NSW/Victorian border. Next, lo…",0,amazing story air moment mega blaze nswvictorian border next lo,10
